Id,Category
348,7
349,9
350,9
351,7
352,3
353,9
354,9
355,8
356,3
357,8
358,1
359,3
360,5
361,5
362,9
363,8
364,9
365,2
366,3
367,6
368,3
369,3
370,8
371,6
372,5
373,7
374,1
375,1
376,5
377,1
378,8
379,9
380,4
381,3
382,6
383,2
384,3
385,2
386,8
387,3
388,2
389,5
390,4
391,5
392,4
393,4
394,6
395,3
396,2
397,2
398,6
399,7
400,2
401,5
402,3
403,2
404,9
405,9
406,8
407,9
408,6
409,9
410,1
411,8
412,8
413,6
414,9
415,1
416,5
417,7
418,5
419,1
420,1
421,8
422,8
423,6
424,6
425,8
426,2
427,4
428,7
429,2
430,2
431,7
432,2
433,5
434,5
435,9
436,6
437,3
438,4
439,3
440,7
441,2
442,3
443,1
444,3
445,2
446,7
447,9
448,2
449,2
450,1
451,6
452,8
453,8
454,9
455,5
456,7
457,5
458,3
459,2
460,7
461,8
462,3
463,6
464,4
465,8
466,8
467,6
468,3
469,3
470,5
471,7
472,4
473,8
474,8
475,9
476,8
477,6
478,2
479,9
480,4
481,3
482,1
483,5
484,8
485,5
486,4
487,6
488,6
489,2
490,6
491,3
492,8
493,7
494,5
495,7
496,8
497,3
498,5
499,8
500,3
501,4
502,7
503,4
504,5
505,8
506,2
507,6
508,3
509,9
510,8
511,7
512,1
513,7
514,2
515,2
516,8
517,7
518,6
519,1
520,7
521,3
522,4
523,2
524,7
525,3
526,3
527,1
528,1
529,3
530,8
531,2
532,3
533,9
534,7
535,3
536,6
537,8
538,7
539,7
540,9
541,3
542,9
543,7
544,4
545,5
546,5
547,7
548,3
549,3
550,1
551,8
552,1
553,4
554,3
555,8
556,1
557,1
558,7
559,2
560,7
561,7
562,2
563,3
564,8
565,6
566,4
567,9
568,7
569,1
570,8
571,5
572,7
573,5
574,2
575,1
576,7
577,5
578,2
579,8
580,3
581,3
582,9
583,8
584,7
585,8
586,5
587,8
588,3
589,8
590,9
591,5
592,6
593,1
594,4
595,5
596,9
597,5
598,7
599,9
600,2
601,6
602,6
603,4
604,3
605,8
606,6
607,7
608,7
609,3
610,5
611,1
612,9
613,1
614,9
615,8
616,3
617,9
618,8
619,7
620,8
621,4
622,1
623,2
624,2
625,3
626,6
627,9
628,7
629,5
630,6
631,1
632,2
633,8
634,3
635,3
636,7
637,5
638,4
639,6
640,5
641,5
642,3
643,9
644,9
645,7
646,9
647,7
648,1
649,5
650,5
651,4
652,7
653,7
654,5
655,1
656,8
657,7
658,8
659,5
660,6
661,3
662,9
663,3
664,7
665,1
666,1
667,5
668,5
669,5
670,8
671,8
672,6
673,3
674,8
675,1
676,9
677,1
678,9
679,7
680,2
681,5
682,1
683,7
684,5
685,8
686,6
687,1
688,5
689,3
690,5
691,2
692,5
693,2
694,1
695,8
696,3
697,4
698,3
699,8
700,3
701,9
702,1
703,6
704,2
705,8
706,3
707,4
708,5
709,5
710,5
711,9
712,4
713,1
714,9
715,2
716,8
717,1
718,8
719,3
720,2
721,1
722,7
723,2
724,8
725,5
726,7
727,9
728,1
729,4
730,5
731,3
732,6
733,8
734,5
735,5
736,1
737,7
738,5
739,8
740,1
741,9
742,8
743,1
744,5
745,7
746,9
747,3
748,9
749,3
750,9
751,7
752,3
753,1
754,5
755,6
756,5
757,9
758,9
759,9
760,5
761,4
762,2
763,4
764,7
765,8
766,6
767,5
768,4
769,7
770,3
771,5
772,5
773,9
774,8
775,8
776,2
777,9
778,2
779,6
780,6
781,2
782,2
783,6
784,2
785,3
786,3
787,1
788,7
789,7
790,2
791,7
792,7
793,1
794,8
795,1
796,5
797,3
798,7
799,8
800,4
801,1
802,5
803,5
804,1
805,4
806,9
807,1
808,9
809,8
810,9
811,1
812,8
813,7
814,5
815,3
816,6
817,5
818,5
819,1
820,3
821,1
822,3
823,5
824,7
825,6
826,9
827,5
828,6
829,9
830,7
831,9
832,7
833,3
834,7
835,4
836,5
837,5
838,8
839,1
840,1
841,6
842,9
843,2
844,8
845,4
846,6
847,2
848,2
849,4
850,3
851,6
852,3
853,6
854,5
855,1
856,5
857,7
858,2
859,3
860,9
861,7
862,3
863,9
864,5
865,2
866,7
867,3
868,9
869,3
870,3
871,3
872,8
873,9
874,6
875,5
876,2
877,6
878,4
879,9
880,4
881,2
882,8
883,5
884,2
885,2
886,4
887,8
888,4
889,8
890,8
891,5
892,1
893,9
894,9
895,9
896,6
897,4
898,8
899,9
900,3
901,8
902,9
903,5
904,9
905,7
906,5
907,9
908,4
909,7
910,7
911,6
912,9
913,9
914,1
915,4
916,1
917,6
918,1
919,5
920,8
921,1
922,9
923,5
924,3
925,9
926,5
927,4
928,1
929,3
930,3
931,6
932,3
933,9
934,6
935,6
936,1
937,5
938,4
939,6
940,4
941,8
942,8
943,3
944,7
945,3
946,2
947,3
948,3
949,4
950,8
951,1
952,7
953,3
954,1
955,5
956,8
957,6
958,5
959,5
960,3
961,1
962,3
963,1
964,3
965,4
966,5
967,3
968,6
969,9
970,8
971,4
972,8
973,3
974,2
975,7
976,1
977,8
978,5
979,1
980,9
981,3
982,1
983,2
984,9
985,1
986,3
987,2
988,7
989,3
990,5
991,4
992,9
993,5
994,8
995,7
996,3
997,9
998,8
999,2
1000,2
1001,3
1002,2
1003,1
1004,5
1005,3
1006,8
1007,4
1008,4
1009,6
1010,8
1011,5
1012,4
1013,6
1014,7
1015,4
1016,8
1017,8
1018,2
1019,8
1020,7
1021,8
1022,2
1023,1
1024,6
1025,8
1026,9
1027,9
1028,1
1029,6
1030,6
1031,7
1032,1
1033,2
1034,3
1035,7
1036,7
1037,9
1038,8
1039,8
1040,4
1041,2
1042,3
1043,2
1044,9
1045,3
1046,7
1047,1
1048,3
1049,3
1050,1
1051,9
1052,6
1053,7
1054,8
1055,8
1056,5
1057,2
1058,1
1059,9
1060,3
1061,8
1062,6
1063,6
1064,7
1065,5
1066,4
1067,2
1068,7
1069,7
1070,3
1071,6
1072,4
1073,9
1074,6
1075,3
1076,8
1077,2
1078,5
1079,2
1080,2
1081,4
1082,8
1083,5
1084,9
1085,7
1086,8
1087,4
1088,7
1089,5
1090,6
1091,1
1092,8
1093,7
1094,3
1095,3
1096,9
1097,4
1098,3
1099,5
1100,8
1101,1
1102,4
1103,8
1104,6
1105,9
1106,9
1107,5
1108,6
1109,3
1110,5
1111,9
1112,6
1113,7
1114,5
1115,2
1116,9
1117,9
1118,4
1119,7
1120,8
1121,4
1122,2
1123,2
1124,4
1125,8
1126,5
1127,8
1128,8
1129,5
1130,1
1131,9
1132,3
1133,4
1134,6
1135,8
1136,5
1137,2
1138,8
1139,1
1140,7
1141,5
1142,4
1143,3
1144,6
1145,9
1146,4
1147,2
1148,5
1149,8
1150,7
1151,5
1152,5
1153,4
1154,4
1155,6
1156,9
1157,5
1158,7
1159,6
1160,5
1161,6
1162,5
1163,3
1164,5
1165,5
1166,8
1167,8
1168,7
1169,6
1170,9
1171,8
1172,8
1173,9
1174,3
1175,5
1176,6
1177,7
1178,5
1179,9
1180,5
1181,3
1182,8
1183,4
1184,5
1185,9
1186,2
1187,4
1188,7
1189,4
1190,6
1191,7
1192,3
1193,5
1194,8
1195,1
1196,6
1197,3
1198,8
1199,1
1200,9
1201,7
1202,6
1203,1
1204,2
1205,1
1206,3
1207,5
1208,5
1209,7
1210,2
1211,5
1212,8
1213,4
1214,2
1215,8
1216,2
1217,5
1218,1
1219,4
1220,1
1221,3
1222,8
1223,8
1224,3
1225,4
1226,7
1227,3
1228,7
1229,5
1230,1
1231,5
1232,2
1233,3
1234,8
1235,3
1236,1
1237,2
1238,2
1239,9
1240,3
1241,2
1242,9
1243,9
1244,4
1245,1
1246,6
1247,2
1248,8
1249,1
1250,9
1251,2
1252,8
1253,5
1254,8
1255,6
1256,9
1257,2
1258,8
1259,3
1260,3
1261,8
1262,1
1263,6
1264,1
1265,8
1266,5
1267,2
1268,5
1269,3
1270,2
1271,3
1272,9
1273,8
1274,2
1275,5
1276,3
1277,8
1278,2
1279,7
1280,9
1281,8
1282,7
1283,3
1284,5
1285,2
1286,1
1287,7
1288,8
1289,1
1290,3
1291,2
1292,6
1293,2
1294,6
1295,9
1296,8
1297,5
1298,4
1299,5
1300,5
1301,8
1302,7
1303,6
1304,4
1305,8
1306,1
1307,2
1308,6
1309,4
1310,2
1311,4
1312,1
1313,3
1314,4
1315,2
1316,3
1317,7
1318,2
1319,9
1320,7
1321,7
1322,3
1323,4
1324,5
1325,7
1326,6
1327,3
1328,7
1329,8
1330,1
1331,5
1332,7
1333,6
1334,1
1335,9
1336,5
1337,7
1338,8
1339,1
1340,3
1341,3
1342,7
1343,5
1344,6
1345,5
1346,1
1347,9
1348,3
1349,9
1350,8
1351,9
1352,6
1353,6
1354,8
1355,5
1356,6
1357,9
1358,6
1359,4
1360,5
1361,5
1362,2
1363,5
1364,7
1365,6
1366,5
1367,3
1368,3
1369,4
1370,7
1371,9
1372,6
1373,1
1374,7
1375,6
1376,1
1377,7
1378,6
1379,3
1380,7
1381,6
1382,7
1383,1
1384,3
1385,9
1386,8
1387,2
1388,1
1389,8
1390,2
1391,7
1392,8
1393,5
1394,7
1395,8
1396,3
1397,3
1398,7
1399,5
1400,1
1401,1
1402,4
1403,5
1404,8
1405,8
1406,2
1407,7
1408,6
1409,5
1410,6
1411,4
1412,8
1413,6
1414,2
1415,4
1416,1
1417,3
1418,3
1419,4
1420,6
1421,6
1422,8
1423,3
1424,5
1425,9
1426,4
1427,2
1428,6
1429,3
1430,6
1431,3
1432,2
1433,7
1434,5
1435,3
1436,6
1437,2
1438,4
1439,9
1440,6
1441,2
1442,6
1443,2
1444,5
1445,6
1446,4
1447,3
1448,9
1449,8
1450,9
1451,6
1452,3
1453,1
1454,6
1455,8
1456,7
1457,8
1458,9
1459,6
1460,9
1461,3
1462,6
1463,1
1464,6
1465,8
1466,2
1467,7
1468,7
1469,7
1470,3
1471,2
1472,8
1473,4
1474,5
1475,8
1476,4
1477,1
1478,1
1479,3
1480,6
1481,9
1482,7
1483,5
1484,7
1485,1
1486,6
1487,6
1488,5
1489,3
1490,3
1491,1
1492,4
1493,3
1494,9
1495,4
1496,9
1497,4
1498,5
1499,1
1500,8
1501,2
1502,4
1503,1
1504,3
1505,6
1506,7
1507,6
1508,8
1509,5
1510,3
1511,5
1512,2
1513,4
1514,9
1515,9
1516,1
1517,8
1518,3
1519,7
1520,7
1521,7
1522,1
1523,4
1524,3
1525,5
1526,1
1527,7
1528,7
1529,8
1530,5
1531,7
1532,3
1533,1
1534,7
1535,2
1536,3
1537,4
1538,5
1539,4
1540,2
1541,7
1542,4
1543,7
1544,5
1545,6
1546,2
1547,5
1548,9
1549,2
1550,2
1551,1
1552,1
1553,5
1554,2
1555,7
1556,5
1557,4
1558,3
1559,8
1560,8
1561,6
1562,1
1563,8
1564,3
1565,7
1566,9
1567,4
1568,7
1569,3
1570,9
1571,8
1572,5
1573,1
1574,5
1575,1
1576,1
1577,8
1578,1
1579,5
1580,1
1581,4
1582,4
1583,8
1584,4
1585,1
1586,7
1587,2
1588,1
1589,7
1590,7
1591,9
1592,1
1593,9
1594,8
1595,2
1596,4
1597,1
1598,5
1599,8
1600,5
1601,4
1602,4
1603,7
1604,5
1605,8
1606,2
1607,8
1608,6
1609,4
1610,3
1611,4
1612,1
1613,1
1614,1
1615,7
1616,7
1617,5
1618,6
1619,9
1620,3
1621,9
1622,1
1623,5
1624,8
1625,2
1626,5
1627,2
1628,5
1629,3
1630,3
1631,5
1632,3
1633,5
1634,9
1635,8
1636,9
1637,3
1638,7
1639,9
1640,9
1641,9
1642,1
1643,3
1644,5
1645,4
1646,2
1647,7
1648,1
1649,2
1650,6
1651,4
1652,7
1653,3
1654,7
1655,3
1656,6
1657,3
1658,1
1659,4
1660,6
1661,9
1662,4
1663,9
1664,7
1665,7
1666,5
1667,7
1668,5
1669,8
1670,6
1671,2
1672,6
1673,5
1674,4
1675,2
1676,1
1677,4
1678,2
1679,1
1680,7
1681,7
1682,9
1683,8
1684,8
1685,6
1686,5
1687,8
1688,1
1689,1
1690,2
1691,2
1692,7
1693,2
1694,9
1695,7
1696,3
1697,3
1698,6
1699,3
1700,2
1701,8
1702,4
1703,2
1704,5
1705,9
1706,3
1707,3
1708,5
1709,8
1710,3
1711,9
1712,7
1713,7
1714,1
1715,3
1716,3
1717,9
1718,7
1719,3
1720,4
1721,1
1722,9
1723,8
1724,2
1725,9
1726,8
1727,7
1728,9
1729,6
1730,8
1731,1
1732,3
1733,5
1734,5
1735,1
1736,6
1737,3
1738,2
1739,2
1740,1
1741,2
1742,4
1743,9
1744,5
1745,7
1746,5
1747,3
1748,6
1749,1
1750,3
1751,6
1752,4
1753,7
1754,8
1755,4
1756,8
1757,7
1758,5
1759,4
1760,2
1761,3
1762,3
1763,3
1764,1
1765,3
1766,6
1767,9
1768,8
1769,4
1770,7
1771,5
1772,4
1773,4
1774,7
1775,1
1776,6
1777,5
1778,7
1779,3
1780,3
1781,2
1782,9
1783,8
1784,5
1785,1
1786,8
1787,5
1788,1
1789,3
1790,8
1791,8
1792,3
1793,3
1794,5
1795,2
1796,1
1797,5
1798,7
1799,5
1800,2
1801,4
1802,6
1803,9
1804,7
1805,3
1806,5
1807,5
1808,5
1809,2
1810,4
1811,6
1812,2
1813,9
1814,4
1815,5
1816,3
1817,8
1818,4
1819,1
1820,7
1821,5
1822,6
1823,8
1824,8
1825,9
1826,5
1827,3
1828,9
1829,9
1830,8
1831,5
1832,9
1833,8
1834,9
1835,9
1836,8
1837,4
1838,7
1839,2
1840,6
1841,5
1842,3
1843,8
1844,4
1845,6
1846,8
1847,6
1848,1
1849,7
1850,9
1851,3
1852,3
1853,7
1854,6
1855,2
1856,6
1857,8
1858,6
1859,2
1860,7
1861,6
1862,7
1863,9
1864,3
1865,8
1866,5
1867,7
1868,8
1869,7
1870,2
1871,7
1872,7
1873,3
1874,7
1875,9
1876,2
1877,5
1878,2
1879,9
1880,2
1881,4
1882,9
1883,9
1884,4
1885,4
1886,4
1887,8
1888,6
1889,7
1890,3
1891,3
1892,9
1893,6
1894,9
1895,4
1896,6
1897,6
1898,1
1899,3
1900,5
1901,6
1902,5
1903,4
1904,2
1905,5
1906,8
1907,9
1908,4
1909,3
1910,1
1911,5
1912,5
1913,2
1914,9
1915,3
1916,7
1917,8
1918,7
1919,1
1920,5
1921,1
1922,4
1923,8
1924,9
1925,3
1926,3
1927,9
1928,6
1929,8
1930,7
1931,6
1932,5
1933,9
1934,5
1935,9
1936,7
1937,3
1938,9
1939,8
1940,1
1941,3
1942,2
1943,1
1944,5
1945,8
1946,8
1947,4
1948,4
1949,2
1950,5
1951,9
1952,7
1953,4
1954,3
1955,1
1956,7
1957,4
1958,2
1959,3
1960,7
1961,6
1962,1
1963,3
1964,9
1965,6
1966,8
1967,2
1968,2
1969,2
1970,8
1971,5
1972,9
1973,5
1974,4
1975,6
1976,5
1977,1
1978,5
1979,1
1980,6
1981,9
1982,5
1983,6
1984,4
1985,2
1986,4
1987,7
1988,5
1989,8
1990,5
1991,3
1992,6
1993,8
1994,6
1995,9
1996,2
1997,1
1998,8
1999,4
2000,1
2001,5
2002,3
2003,7
2004,9
2005,9
2006,9
2007,2
2008,1
2009,7
2010,5
2011,8
2012,4
2013,9
2014,2
2015,8
2016,5
2017,7
2018,8
2019,4
2020,1
2021,9
2022,7
2023,4
2024,2
2025,7
2026,4
2027,5
2028,4
2029,5
2030,8
2031,1
2032,7
2033,7
2034,1
2035,9
2036,1
2037,2
2038,4
2039,8
2040,6
2041,6
2042,9
2043,5
2044,7
2045,1
2046,5
2047,5
2048,1
2049,2
2050,9
2051,9
2052,1
2053,8
2054,3
2055,8
2056,8
2057,6
2058,8
2059,3
2060,9
2061,3
2062,5
2063,7
2064,4
2065,9
2066,9
2067,8
2068,4
2069,7
2070,7
2071,5
2072,2
2073,2
2074,1
2075,2
2076,5
2077,6
2078,4
2079,2
2080,2
2081,3
2082,1
2083,5
2084,6
2085,5
2086,9
2087,5
2088,6
2089,1
2090,1
2091,8
2092,6
2093,5
2094,2
2095,8
2096,9
2097,6
2098,1
2099,6
2100,4
2101,8
2102,2
2103,2
2104,2
2105,6
2106,5
2107,2
2108,3
2109,5
2110,4
2111,3
2112,7
2113,8
2114,9
2115,1
2116,5
2117,9
2118,1
2119,5
2120,9
2121,1
2122,4
2123,2
2124,4
2125,4
2126,7
2127,7
2128,9
2129,4
2130,3
2131,1
2132,3
2133,8
2134,8
2135,2
2136,2
2137,4
2138,7
2139,8
2140,8
2141,6
2142,6
2143,4
2144,5
2145,7
2146,4
2147,9
2148,9
2149,5
2150,5
2151,1
2152,2
2153,9
2154,5
2155,7
2156,6
2157,3
2158,7
2159,7
2160,9
2161,9
2162,2
2163,6
2164,5
2165,6
2166,1
2167,8
2168,9
2169,9
2170,1
2171,2
2172,6
2173,8
2174,4
2175,2
2176,7
2177,9
2178,9
2179,1
2180,9
2181,7
2182,3
2183,4
2184,3
2185,5
2186,8
2187,3
2188,8
2189,5
2190,8
2191,2
2192,2
2193,4
2194,3
2195,9
2196,2
2197,9
2198,5
2199,1
2200,9
2201,5
2202,1
2203,8
2204,3
2205,8
2206,7
2207,3
2208,6
2209,3
2210,2
2211,1
2212,7
2213,4
2214,8
2215,5
2216,7
2217,9
2218,1
2219,4
2220,3
2221,8
2222,6
2223,8
2224,8
2225,6
2226,4
2227,7
2228,2
2229,4
2230,2
2231,1
2232,7
2233,1
2234,9
2235,8
2236,5
2237,9
2238,3
2239,7
2240,8
2241,7
2242,8
2243,9
2244,5
2245,5
2246,8
2247,2
2248,9
2249,7
2250,1
2251,9
2252,9
2253,9
2254,9
2255,8
2256,8
2257,5
2258,5
2259,1
2260,8
2261,5
2262,4
2263,9
2264,1
2265,3
2266,6
2267,2
2268,7
2269,3
2270,1
2271,9
2272,6
2273,9
2274,6
2275,4
2276,1
2277,4
2278,1
2279,3
2280,3
2281,8
2282,9
2283,9
2284,6
2285,5
2286,9
2287,3
2288,7
2289,3
2290,9
2291,8
2292,8
2293,8
2294,6
2295,1
2296,8
2297,1
2298,9
2299,2
2300,9
2301,8
2302,9
2303,9
2304,4
2305,6
2306,6
2307,7
2308,4
2309,2
2310,6
2311,1
2312,8
2313,8
2314,9
2315,7
2316,4
2317,5
2318,2
2319,9
2320,8
2321,3
2322,3
2323,5
2324,9
2325,7
2326,5
2327,6
2328,3
2329,2
2330,5
2331,7
2332,4
2333,9
2334,9
2335,3
2336,3
2337,8
2338,8
2339,4
2340,8
2341,2
2342,9
2343,7
2344,9
2345,6
2346,4
2347,8
2348,3
2349,3
2350,7
2351,1
2352,5
2353,7
2354,6
2355,9
2356,5
2357,8
2358,8
2359,5
2360,4
2361,1
2362,2
2363,7
2364,5
2365,9
2366,8
2367,9
2368,5
2369,8
2370,5
2371,6
2372,1
2373,5
2374,8
2375,2
2376,8
2377,2
2378,6
2379,4
2380,1
2381,3
2382,2
2383,7
2384,9
2385,3
2386,8
2387,7
2388,3
2389,9
2390,5
2391,4
2392,5
2393,6
2394,9
2395,7
2396,7
2397,5
2398,9
2399,7
2400,5
2401,9
2402,2
2403,8
2404,9
2405,5
2406,7
2407,7
2408,9
2409,7
2410,1
2411,6
2412,2
2413,8
2414,7
2415,8
2416,4
2417,2
2418,4
2419,9
2420,2
2421,3
2422,7
2423,5
2424,5
2425,1
2426,1
2427,4
2428,8
2429,6
2430,7
2431,8
2432,5
2433,9
2434,4
2435,7
2436,2
2437,3
2438,3
2439,7
2440,1
2441,5
2442,9
2443,4
2444,5
2445,5
2446,1
2447,5
2448,3
2449,6
2450,6
2451,8
2452,6
2453,8
2454,9
2455,6
2456,7
2457,7
2458,3
2459,2
2460,4
2461,5
2462,9
2463,7
2464,7
2465,9
2466,8
2467,1
2468,5
2469,2
2470,8
2471,5
2472,8
2473,4
2474,3
2475,7
2476,5
2477,8
2478,3
2479,9
2480,7
2481,9
2482,6
2483,6
2484,5
2485,8
2486,7
2487,3
2488,2
2489,1
2490,2
2491,1
2492,9
2493,5
2494,5
2495,1
2496,9
2497,7
2498,3
2499,2
2500,9
2501,2
2502,1
2503,7
2504,2
2505,6
2506,5
2507,2
2508,2
2509,9
2510,2
2511,4
2512,6
2513,9
2514,4
2515,2
2516,6
2517,5
2518,8
2519,3
2520,5
2521,3
2522,1
2523,7
2524,4
2525,2
2526,3
2527,9
2528,8
2529,9
2530,4
2531,3
2532,3
2533,1
2534,2
2535,6
2536,9
2537,8
2538,7
2539,4
2540,4
2541,3
2542,2
2543,1
2544,1
2545,8
2546,5
2547,5
2548,8
2549,7
2550,5
2551,9
2552,3
2553,1
2554,8
2555,2
2556,9
2557,2
2558,5
2559,9
2560,6
2561,1
2562,6
2563,8
2564,2
2565,5
2566,6
2567,1
2568,1
2569,5
2570,5
2571,2
2572,3
2573,7
2574,3
2575,5
2576,6
2577,2
2578,2
2579,9
2580,9
2581,8
2582,6
2583,4
2584,8
2585,5
2586,5
2587,7
2588,8
2589,6
2590,1
2591,5
2592,2
2593,7
2594,5
2595,3
2596,8
2597,5
2598,3
2599,3
2600,5
2601,5
2602,4
2603,8
2604,5
2605,5
2606,9
2607,2
2608,7
2609,7
2610,9
2611,6
2612,9
2613,1
2614,2
2615,4
2616,7
2617,9
2618,1
2619,1
2620,8
2621,1
2622,7
2623,3
2624,1
2625,5
2626,5
2627,9
2628,5
2629,2
2630,1
2631,6
2632,5
2633,2
2634,1
2635,2
2636,6
2637,8
2638,7
2639,6
2640,1
2641,2
2642,6
2643,9
2644,8
2645,8
2646,3
2647,8
2648,6
2649,7
2650,8
2651,7
2652,8
2653,1
2654,5
2655,9
2656,2
2657,1
2658,9
2659,8
2660,8
2661,6
2662,5
2663,5
2664,4
2665,7
2666,4
2667,5
2668,4
2669,4
2670,4
2671,9
2672,5
2673,3
2674,7
2675,2
2676,3
2677,8
2678,9
2679,2
2680,7
2681,2
2682,8
2683,9
2684,1
2685,4
2686,2
2687,9
2688,9
2689,6
2690,6
2691,3
2692,1
2693,8
2694,7
2695,4
2696,8
2697,8
2698,3
2699,1
2700,3
2701,3
2702,9
2703,3
2704,9
2705,6
2706,1
2707,6
2708,8
2709,1
2710,1
2711,8
2712,5
2713,1
2714,3
2715,8
2716,2
2717,5
2718,4
2719,1
2720,3
2721,9
2722,4
2723,1
2724,4
2725,4
2726,9
2727,8
2728,5
2729,4
2730,9
2731,8
2732,8
2733,1
2734,4
2735,1
2736,9
2737,8
2738,6
2739,5
2740,2
2741,4
2742,3
2743,5
2744,1
2745,3
2746,8
2747,9
2748,2
2749,6
2750,1
2751,5
2752,5
2753,8
2754,6
2755,9
2756,2
2757,2
2758,7
2759,3
2760,8
2761,4
2762,3
2763,7
2764,7
2765,7
2766,1
2767,7
2768,5
2769,7
2770,1
2771,5
2772,9
2773,3
2774,3
2775,6
2776,7
2777,9
2778,1
2779,4
2780,2
2781,7
2782,5
2783,2
2784,8
2785,5
2786,4
2787,5
2788,9
2789,9
2790,2
2791,2
2792,5
2793,9
2794,5
2795,9
2796,6
2797,1
2798,2
2799,2
2800,6
2801,4
2802,3
2803,1
2804,9
2805,5
2806,6
2807,6
2808,4
2809,2
2810,4
2811,2
2812,6
2813,4
2814,7
2815,7
2816,8
2817,4
2818,8
2819,8
2820,1
2821,6
2822,1
2823,7
2824,3
2825,5
2826,5
2827,4
2828,1
2829,5
2830,5
2831,4
2832,1
2833,3
2834,4
2835,8
2836,1
2837,6
2838,1
2839,2
2840,8
2841,7
2842,3
2843,4
2844,8
2845,1
2846,8
2847,4
2848,4
2849,4
2850,9
2851,4
2852,2
2853,3
2854,3
2855,1
2856,9
2857,2
2858,2
2859,6
2860,2
2861,9
2862,3
2863,8
2864,8
2865,5
2866,5
2867,7
2868,5
2869,5
2870,1
2871,1
2872,3
2873,5
2874,6
2875,3
2876,5
2877,8
2878,2
2879,8
2880,9
2881,6
2882,6
2883,8
2884,8
2885,5
2886,6
2887,5
2888,5
2889,4
2890,5
2891,9
2892,2
2893,7
2894,4
2895,4
2896,5
2897,6
2898,5
2899,3
2900,3
2901,1
2902,6
2903,6
2904,2
2905,8
2906,3
2907,2
2908,5
2909,2
2910,7
2911,5
2912,1
2913,1
2914,6
2915,9
2916,5
2917,5
2918,9
2919,3
2920,7
2921,7
2922,5
2923,7
2924,8
2925,1
2926,1
2927,5
2928,2
2929,9
2930,5
2931,4
2932,7
2933,6
2934,2
2935,2
2936,1
2937,5
2938,7
2939,7
2940,8
2941,7
2942,1
2943,5
2944,2
2945,6
2946,7
2947,3
2948,9
2949,7
2950,7
2951,2
2952,5
2953,2
2954,4
2955,9
2956,3
2957,3
2958,4
2959,9
2960,2
2961,7
2962,9
2963,1
2964,5
2965,9
2966,5
2967,4
2968,2
2969,3
2970,8
2971,9
2972,4
2973,8
2974,5
2975,5
2976,9
2977,5
2978,4
2979,8
2980,3
2981,1
2982,4
2983,5
2984,8
2985,3
2986,1
2987,6
2988,1
2989,6
2990,7
2991,2
2992,5
2993,9
2994,8
2995,1
2996,3
